Ivan_Vazov_National_Theatre	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/Landmark108624891	r
SS._Cyril_and_Methodius_National_Library	http://www.georss.org/georss/point	42.6947222222 23.3361111111	l
SS._Cyril_and_Methodius_National_Library	http://www.w3.org/2003/01/geo/wgs84_pos#lat	42.6947222222	l
SS._Cyril_and_Methodius_National_Library	http://www.w3.org/2003/01/geo/wgs84_pos#long	23.3361111111	l
SS._Cyril_and_Methodius_National_Library	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/Landmark108624891	r
National_Palace_of_Culture	http://www.georss.org/georss/point	42.6847222222 23.3188888889	l
National_Palace_of_Culture	http://www.w3.org/2003/01/geo/wgs84_pos#lat	42.6847222222	l
National_Palace_of_Culture	http://www.w3.org/2003/01/geo/wgs84_pos#long	23.3188888889	l
National_Palace_of_Culture	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/Landmark108624891	r
Krastyo_Sarafov_National_Academy_for_Theatre_and_Film_Arts	http://www.georss.org/georss/point	42.6922222222 23.3261111111	l
Krastyo_Sarafov_National_Academy_for_Theatre_and_Film_Arts	http://www.w3.org/2003/01/geo/wgs84_pos#lat	42.6922222222	l
Krastyo_Sarafov_National_Academy_for_Theatre_and_Film_Arts	http://www.w3.org/2003/01/geo/wgs84_pos#long	23.3261111111	l
Krastyo_Sarafov_National_Academy_for_Theatre_and_Film_Arts	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/Landmark108624891	r
National_Opera_and_Ballet	http://www.georss.org/georss/point	42.6977777778 23.3305555556	l
National_Opera_and_Ballet	http://www.w3.org/2003/01/geo/wgs84_pos#lat	42.6977777778	l
National_Opera_and_Ballet	http://www.w3.org/2003/01/geo/wgs84_pos#long	23.3305555556	l
National_Opera_and_Ballet	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/Landmark108624891	r
New_Berlin_%28town%29%2C_New_York	http://www.georss.org/georss/point	42.6166666667 -75.3333333333	l
New_Berlin_%28town%29%2C_New_York	http://www.w3.org/2003/01/geo/wgs84_pos#lat	42.6166666667	l
New_Berlin_%28town%29%2C_New_York	http://www.w3.org/2003/01/geo/wgs84_pos#long	-75.3333333333	l
New_Berlin_%28town%29%2C_New_York	http://www.geonames.org/ontology#featureClass	http://www.geonames.org/ontology#P	r
New_Berlin_%28town%29%2C_New_York	http://www.geonames.org/ontology#featureCode	http://www.geonames.org/ontology#P.PPL	r
New_Brighton%2C_Staten_Island	http://www.georss.org/georss/point	40.65 -74.1	l
New_Brighton%2C_Staten_Island	http://www.w3.org/2003/01/geo/wgs84_pos#lat	40.65	l
New_Brighton%2C_Staten_Island	http://www.w3.org/2003/01/geo/wgs84_pos#long	-74.1	l
New_Brighton%2C_Staten_Island	http://www.geonames.org/ontology#featureClass	http://www.geonames.org/ontology#P	r
New_Brighton%2C_Staten_Island	http://www.geonames.org/ontology#featureCode	http://www.geonames.org/ontology#P.PPL	r
Olivos%2C_Buenos_Aires	http://www.georss.org/georss/point	-34.5 -58.4833333333	l
Olivos%2C_Buenos_Aires	http://www.w3.org/2003/01/geo/wgs84_pos#lat	-34.5	l
Olivos%2C_Buenos_Aires	http://www.w3.org/2003/01/geo/wgs84_pos#long	-58.4833333333	l
Orlov_Most	http://www.georss.org/georss/point	42.6902777778 23.3375	l
Orlov_Most	http://www.w3.org/2003/01/geo/wgs84_pos#lat	42.6902777778	l
Orlov_Most	http://www.w3.org/2003/01/geo/wgs84_pos#long	23.3375	l
Orlov_Most	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/Landmark108624891	r
City_Center_Sofia	http://www.georss.org/georss/point	42.6786111111 23.3205555556	l
City_Center_Sofia	http://www.w3.org/2003/01/geo/wgs84_pos#lat	42.6786111111	l
City_Center_Sofia	http://www.w3.org/2003/01/geo/wgs84_pos#long	23.3205555556	l
City_Center_Sofia	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/Landmark108624891	r
Sky_City_Mall	http://www.georss.org/georss/point	42.6797222222 23.3675	l
Sky_City_Mall	http://www.w3.org/2003/01/geo/wgs84_pos#lat	42.6797222222	l
Sky_City_Mall	http://www.w3.org/2003/01/geo/wgs84_pos#long	23.3675	l
Sky_City_Mall	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/Landmark108624891	r
Sobradinho%2C_Bras%C3%ADlia	http://www.georss.org/georss/point	-15.65 -47.7833333333	l
Sobradinho%2C_Bras%C3%ADlia	http://www.w3.org/2003/01/geo/wgs84_pos#lat	-15.65	l
Sobradinho%2C_Bras%C3%ADlia	http://www.w3.org/2003/01/geo/wgs84_pos#long	-47.7833333333	l
Sobradinho%2C_Bras%C3%ADlia	http://www.geonames.org/ontology#featureClass	http://www.geonames.org/ontology#P	r
Sobradinho%2C_Bras%C3%ADlia	http://www.geonames.org/ontology#featureCode	http://www.geonames.org/ontology#P.PPL	r
Sofia_Synagogue	http://www.georss.org/georss/point	42.7 23.3211111111	l
Sofia_Synagogue	http://www.w3.org/2003/01/geo/wgs84_pos#lat	42.7	l
Sofia_Synagogue	http://www.w3.org/2003/01/geo/wgs84_pos#long	23.3211111111	l
Sofia_Synagogue	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/Landmark108624891	r
Sofia_Zoo	http://www.georss.org/georss/point	42.6583333333 23.3319444444	l
Sofia_Zoo	http://www.w3.org/2003/01/geo/wgs84_pos#lat	42.6583333333	l
Sofia_Zoo	http://www.w3.org/2003/01/geo/wgs84_pos#long	23.3319444444	l
Sofia_Zoo	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/Landmark108624891	r
Sofia_Land	http://www.georss.org/georss/point	42.6675 23.3305555556	l
Sofia_Land	http://www.w3.org/2003/01/geo/wgs84_pos#lat	42.6675	l
Sofia_Land	http://www.w3.org/2003/01/geo/wgs84_pos#long	23.3305555556	l
Sofia_Land	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/Landmark108624891	r
Trakiya_district	http://www.georss.org/georss/point	42.15 24.75	l
Trakiya_district	http://www.w3.org/2003/01/geo/wgs84_pos#lat	42.15	l
Trakiya_district	http://www.w3.org/2003/01/geo/wgs84_pos#long	24.75	l
Central_Military_Club	http://www.georss.org/georss/point	42.6952777778 23.3297222222	l
Central_Military_Club	http://www.w3.org/2003/01/geo/wgs84_pos#lat	42.6952777778	l
Central_Military_Club	http://www.w3.org/2003/01/geo/wgs84_pos#long	23.3297222222	l
Central_Military_Club	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/Landmark108624891	r
Central_Bus_Station_Sofia	http://www.georss.org/georss/point	42.7102777778 23.3236111111	l
Central_Bus_Station_Sofia	http://www.w3.org/2003/01/geo/wgs84_pos#lat	42.7102777778	l
Central_Bus_Station_Sofia	http://www.w3.org/2003/01/geo/wgs84_pos#long	23.3236111111	l
Central_Bus_Station_Sofia	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/Landmark108624891	r
Central_Railway_Station%2C_Sofia	http://www.georss.org/georss/point	42.7127777778 23.3211111111	l
Central_Railway_Station%2C_Sofia	http://www.w3.org/2003/01/geo/wgs84_pos#lat	42.7127777778	l
Central_Railway_Station%2C_Sofia	http://www.w3.org/2003/01/geo/wgs84_pos#long	23.3211111111	l
Central_Railway_Station%2C_Sofia	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/Landmark108624891	r
Central_Sofia_Market_Hall	http://www.georss.org/georss/point	42.7 23.3219444444	l
Central_Sofia_Market_Hall	http://www.w3.org/2003/01/geo/wgs84_pos#lat	42.7	l
Central_Sofia_Market_Hall	http://www.w3.org/2003/01/geo/wgs84_pos#long	23.3219444444	l
Central_Sofia_Market_Hall	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/Landmark108624891	r
